	Gene	Chrom	nSNPS	TopSNP P-Value	TopSNP Position	Binarized Heat	Negative Log	Size Adjusted Heat	HumanGene
13742	LOC679594	chr13	90	3.67E-01	14309074	0	0.434754474	0.399810342	NA
22819	Ubxn1	chr1	21	3.68E-01	225057957	0	0.434730839	0.396105207	UBXN1
17280	Olr850	chr5	7	3.68E-01	69520710	0	0.434342227	0.398769619	NA
21141	Spink2	chr14	1	3.68E-01	33257929	0	0.43426549	0.392985403	SPINK2
23287	Wdr59	chr19	63	3.68E-01	43671366	0	0.434220635	0.336648828	WDR59
17099	Olr513	chr3	28	3.68E-01	73936869	0	0.434218275	0.398660727	NA
15765	Naa40	chr1	57	3.68E-01	222496849	0	0.434147461	0.382098959	NAA40
11835	LOC108349948	chr2	4	3.68E-01	51463552	0	0.434010587	0.389758794	NA
21835	Tgfa	chr4	263	3.68E-01	118012089	0	0.433937447	0.314940251	TGFA
7738	LOC102548791	chr10	74	3.68E-01	107456308	0	0.433920934	0.397716839	NA
15076	Mir30b	chr7	11	3.68E-01	109286091	0	0.433869038	0.399164851	MIR30B
15078	Mir30d	chr7	11	3.68E-01	109286091	0	0.433869038	0.399168867	MIR30D
1038	Atp5i	chr14	18	3.68E-01	2320396	0	0.433725178	0.397973866	NA
14886	Mfsd7	chr14	39	3.68E-01	2320396	0	0.433725178	0.386546858	NA
19620	Rhbdd2	chr12	57	3.68E-01	24090493	0	0.433622618	0.388011471	RHBDD2
17104	Olr526	chr3	97	3.69E-01	74418355	0	0.433502406	0.397914739	OR8H1
21488	Syde2	chr2	94	3.69E-01	251863172	0	0.43333393	0.364958119	SYDE2
17677	Pde6c	chr1	245	3.69E-01	256869186	0	0.433183181	0.334532123	PDE6C
8738	LOC102552640	chr15	32	3.69E-01	19618644	0	0.432794774	0.392052806	NA
19288	Rab39a	chr8	34	3.69E-01	58294143	0	0.432610109	0.380912991	RAB39A
7879	LOC102549355	chr2	104	3.69E-01	206737824	0	0.432594821	0.365887582	NA
11299	LOC108348501	chr17	24	3.70E-01	9137697	0	0.432249237	0.389429084	NA
8223	LOC102550696	chr2	46	3.70E-01	97661705	0	0.432246887	0.379990567	NA
3792	Entpd8	chr3	3	3.70E-01	2306454	0	0.432056582	0.384027913	ENTPD8
15308	Mmp10	chr8	50	3.70E-01	5738274	0	0.432028396	0.389483325	MMP10
22798	Ubiad1	chr5	21	3.70E-01	165238850	0	0.432017826	0.385755113	UBIAD1
15743	NEWGENE_1305243	chr19	111	3.70E-01	43485675	0	0.43200256	0.375349923	NA
18364	Prelid2	chr18	132	3.70E-01	36259043	0	0.431930932	0.309270306	PRELID2
2316	Clec18a	chr19	81	3.70E-01	43155399	0	0.431874578	0.37739751	CLEC18A
17712	Pdpr	chr19	56	3.70E-01	43155399	0	0.431874578	0.355701053	PDPR
21963	Tlr4	chr5	75	3.70E-01	82595191	0	0.431744286	0.38343953	TLR4
19632	Rhoa	chr8	45	3.70E-01	117078010	0	0.431626939	0.363070416	RHOA
21733	Tcta	chr8	14	3.70E-01	117078010	0	0.431626939	0.393751261	TCTA
17162	Olr614	chr3	54	3.70E-01	76366370	0	0.431599954	0.396027347	NA
10433	LOC103692302	chr5	2	3.70E-01	24861450	0	0.431405241	0.29475652	NA
18893	RGD1559441	chr5	2	3.70E-01	24861450	0	0.431405241	0.33964633	NA
7284	LOC102547190	chr18	40	3.70E-01	4592198	0	0.431398205	0.388197553	NA
16024	Nhlh1	chr13	20	3.70E-01	90431309	0	0.431372407	0.391531989	NHLH1
15527	Msgn1	chr6	15	3.71E-01	36885659	0	0.431159043	0.395897661	MSGN1
14648	Mapkapk5	chr12	55	3.71E-01	40527210	0	0.431099273	0.377451471	MAPKAPK5
232	Adam1a	chr12	20	3.71E-01	40527210	0	0.431099273	0.39356795	NA
8324	LOC102551107	chr4	70	3.71E-01	85624828	0	0.431027794	0.383318382	NA
14708	Mbl2	chr1	11	3.71E-01	248450700	0	0.430766586	0.388517682	MBL2
7371	LOC102547499	chr14	73	3.71E-01	42277637	0	0.430744338	0.385669302	NA
4270	Fbxo24	chr12	111	3.71E-01	22139931	0	0.430590974	0.380701977	FBXO24
14329	Lrch4	chr12	97	3.71E-01	22139931	0	0.430590974	0.384879431	LRCH4
13996	LOC690155	chr3	5	3.71E-01	21386136	0	0.430504365	0.387406115	NA
11915	LOC108350079	chr2	64	3.71E-01	206759821	0	0.430462237	0.383816013	NA
2097	Ces1a	chr19	41	3.71E-01	15337356	0	0.430441174	0.368788845	NA
5589	Htr1a	chr2	27	3.71E-01	36236782	0	0.430435324	0.394543459	HTR1A
2011	Cdr2l	chr10	28	3.71E-01	103955604	0	0.430328858	0.381700829	CDR2L
15476	Mrpl58	chr10	21	3.71E-01	103955604	0	0.430328858	0.38918832	MRPL58
13675	LOC499544	chr2	54	3.71E-01	62001425	0	0.430090284	0.36840884	NA
3863	Eri1	chr16	60	3.71E-01	60326834	0	0.430080931	0.375293641	ERI1
10344	LOC103692021	chr4	307	3.71E-01	5311199	0	0.43004352	0.349738723	NA
13696	LOC500350	chr4	68	3.72E-01	170367374	0	0.429766547	0.360049453	NA
16290	Ntn1	chr10	229	3.72E-01	54918108	0	0.429696455	0.17406007	NTN1
462	Aktip	chr19	33	3.72E-01	17289429	0	0.429603017	0.384938599	AKTIP
11473	LOC108348900	chr19	28	3.72E-01	17289429	0	0.429603017	0.393089704	NA
3426	Dpysl5	chr6	146	3.72E-01	27018796	0	0.429598346	0.310212619	DPYSL5
11066	LOC103694224	chr18	86	3.72E-01	52579162	0	0.429536455	0.364372293	NA
23511	Zcchc14	chr19	4	3.72E-01	53667288	0	0.429507264	0.350589932	ZCCHC14
6162	Kctd6	chr15	50	3.72E-01	18501874	0	0.429266806	0.386033023	KCTD6
770	Arfrp1	chr3	13	3.72E-01	176852983	0	0.429202629	0.387116366	ARFRP1
7635	LOC102548399	chr6	22	3.72E-01	136504583	0	0.42916996	0.385896019	NA
23454	Zbed3	chr2	99	3.72E-01	25057152	0	0.429047475	0.381755709	ZBED3
14299	Lnx1	chr14	273	3.73E-01	36059364	0	0.428870225	0.291241644	LNX1
6108	Kcnj5	chr8	101	3.73E-01	33433276	0	0.428857401	0.366211157	KCNJ5
17468	Paics	chr14	52	3.73E-01	33583733	0	0.428843411	0.377097099	PAICS
17205	Olr728	chr3	11	3.73E-01	78874373	0	0.428779296	0.393227772	NA
17206	Olr729	chr3	16	3.73E-01	78875673	0	0.428779296	0.393230784	OR4C3
13120	LOC108352394	chr11	16	3.73E-01	58186814	0	0.428688386	0.389428254	NA
3961	F10	chr16	68	3.73E-01	81823995	0	0.428668575	0.374666377	F10
3974	F7	chr16	27	3.73E-01	81823995	0	0.428668575	0.383695943	F7
22915	Uqcrc2	chr1	79	3.73E-01	190565206	0	0.428419263	0.363115552	UQCRC2
13204	LOC108352536	chr13	48	3.73E-01	52455397	0	0.42838316	0.386930392	NA
21942	Tkt	chr16	161	3.73E-01	6616123	0	0.428363363	0.368707899	TKT
7072	LOC102546350	chr18	75	3.73E-01	21167772	0	0.42792805	0.37644879	NA
2450	Cntln	chr5	167	3.74E-01	103334043	0	0.427638471	0.277462468	CNTLN
16965	Olr336	chr1	20	3.74E-01	229422476	0	0.427584995	0.39200034	NA
14707	Mbl1	chr16	51	3.74E-01	18747279	0	0.427561747	0.386880016	NA
18367	Prelp	chr13	59	3.74E-01	50775077	0	0.427539663	0.368416295	PRELP
22283	Tnk2	chr11	16	3.74E-01	71356656	0	0.427458308	0.352888099	TNK2
7484	LOC102547869	chr18	150	3.74E-01	34875328	0	0.427403693	0.305765093	NA
3636	Egln2	chr1	24	3.74E-01	83978282	0	0.427374645	0.384514333	EGLN2
2925	Cyp2t1	chr1	19	3.74E-01	83978282	0	0.427374645	0.388643598	NA
6633	LOC100363116	chr6	7	3.74E-01	136464799	0	0.427258473	0.391160798	NA
5101	Grb2	chr10	67	3.74E-01	104271631	0	0.427244535	0.323234369	GRB2
15578	Mthfd2	chr4	33	3.74E-01	115002099	0	0.42724105	0.381044598	MTHFD2
20774	Slc4a5	chr4	86	3.74E-01	115002099	0	0.42724105	0.308488819	SLC4A5
15935	Nebl	chr17	298	3.74E-01	84247217	0	0.427182978	0.286120873	NEBL
1870	Cd300e	chr10	16	3.74E-01	103615673	0	0.427173688	0.372778944	CD300E
10848	LOC103693477	chr10	33	3.74E-01	103615673	0	0.427173688	0.381319584	NA
3086	Ddx55	chr12	91	3.74E-01	37472886	0	0.427150461	0.376538618	DDX55
22003	Tmed2	chr12	61	3.74E-01	37472886	0	0.427150461	0.383410686	TMED2
8460	LOC102551637	chr19	42	3.74E-01	20987612	0	0.427107496	0.381026499	NA
8973	LOC102553538	chr16	5	3.74E-01	13046944	0	0.427071502	0.390032117	NA
11239	LOC108348376	chr16	3	3.74E-01	13046944	0	0.427071502	0.390094362	NA
10493	LOC103692469	chr5	259	3.74E-01	141488185	0	0.426999522	0.297476868	NA
19625	Rhbdl2	chr5	204	3.74E-01	141488185	0	0.426999522	0.342871667	RHBDL2
6085	Kcng3	chr6	50	3.74E-01	6785770	0	0.426727963	0.343969502	KCNG3
18815	RGD1308428	chr1	141	3.74E-01	90121937	0	0.42668504	0.312966635	KIAA0355
17539	Pate2	chr8	38	3.74E-01	36851934	0	0.42667808	0.284770645	PATE2
17540	Pate3	chr8	7	3.74E-01	36851934	0	0.42667808	0.390040277	PATE3
21685	Tbrg4	chr14	58	3.74E-01	86870078	0	0.426586449	0.383129788	TBRG4
11689	LOC108349597	chr1	33	3.74E-01	137804081	0	0.426572532	0.389146625	NA
15517	Ms4a6a	chr1	147	3.75E-01	227910711	0	0.426419474	0.378394821	MS4A6A
6616	LOC100362826	chr1	81	3.75E-01	227910711	0	0.426419474	0.389912185	NA
7395	LOC102547575	chr2	39	3.75E-01	207035172	0	0.426407881	0.38616789	NA
15879	Ncstn	chr13	27	3.75E-01	90441702	0	0.426185354	0.375292404	NCSTN
20185	Sdsl	chr12	16	3.75E-01	41633279	0	0.426126265	0.381256037	SDSL
6217	Kif26a	chr6	59	3.75E-01	136727573	0	0.426113521	0.356094237	KIF26A
19728	Rnf139	chr7	11	3.75E-01	98778479	0	0.426053283	0.380205203	RNF139
21637	Tatdn1	chr7	34	3.75E-01	98778479	0	0.426053283	0.360475493	TATDN1
15592	Mtmr6	chr15	27	3.75E-01	40551357	0	0.426030117	0.352865443	MTMR6
7339	LOC102547395	chr10	122	3.75E-01	58288388	0	0.42598263	0.361924826	NA
6931	LOC100911723	chr3	39	3.75E-01	54364838	0	0.42578463	0.389683943	NA
3241	Dlg1	chr11	311	3.75E-01	72318543	0	0.425783473	0.175988094	DLG1
4265	Fbxo16	chr15	63	3.75E-01	48725392	0	0.425569365	0.340566062	FBXO16
14237	Lime1	chr3	6	3.75E-01	176894767	0	0.425533498	0.384540541	LIME1
7608	LOC102548304	chr4	12	3.75E-01	114887510	0	0.42549532	0.386253259	NA
11075	LOC103694252	chr18	31	3.75E-01	80311974	0	0.425430541	0.379228065	NA
2286	Clcn1	chr4	114	3.76E-01	71684008	0	0.425326452	0.360488575	CLCN1
18059	Plod2	chr8	525	3.76E-01	100060875	0	0.425305637	0.307958941	PLOD2
14109	Laptm4a	chr6	3	3.76E-01	34035991	0	0.425294073	0.372776725	LAPTM4A
578	Ankdd1a	chr8	15	3.76E-01	71067072	0	0.425107946	0.367764589	ANKDD1A
12306	LOC108350924	chr5	32	3.76E-01	17925919	0	0.42505247	0.373264996	NA
4460	Fndc8	chr10	18	3.76E-01	70241321	0	0.4249115	0.382122469	FNDC8
16073	Nle1	chr10	22	3.76E-01	70241321	0	0.4249115	0.379328464	NLE1
19337	Rad51d	chr10	27	3.76E-01	70241321	0	0.4249115	0.371569905	RAD51D
8330	LOC102551137	chr12	9	3.76E-01	6619816	0	0.424784435	0.388083383	NA
16278	Nt5c1b	chr6	41	3.76E-01	36106040	0	0.42470475	0.372624121	NT5C1B
19514	Rdh14	chr6	43	3.76E-01	36106040	0	0.42470475	0.384922562	RDH14
7183	LOC102546759	chr6	24	3.76E-01	134729455	0	0.424672418	0.384188466	NA
7217	LOC102546875	chr6	25	3.76E-01	134729455	0	0.424672418	0.380613385	NA
18252	Ppm1k	chr4	121	3.76E-01	88730422	0	0.424651634	0.3629471	PPM1K
11014	LOC103694055	chr17	104	3.76E-01	21059703	0	0.424567356	0.382615623	NA
14934	Minpp1	chr1	141	3.76E-01	251046266	0	0.424532726	0.364119276	MINPP1
22149	Tmem262	chr1	28	3.76E-01	221433924	0	0.424528109	0.388337065	TMEM262
7241	LOC102547022	chr13	43	3.76E-01	60143094	0	0.424471552	0.382631258	NA
12501	LOC108351252	chr6	32	3.76E-01	94731129	0	0.424430006	0.37847651	NA
17735	Pebp4	chr15	95	3.76E-01	51690250	0	0.424357308	0.206720594	PEBP4
18038	Plekhm2	chr5	216	3.76E-01	160188225	0	0.42428693	0.352306923	PLEKHM2
20632	Slc25a34	chr5	88	3.76E-01	160188225	0	0.42428693	0.384877209	SLC25A34
17427	P2ry1	chr2	7	3.77E-01	151323615	0	0.424229252	0.384094676	P2RY1
11774	LOC108349727	chr1	123	3.77E-01	16977356	0	0.424214257	0.380035753	NA
16083	Nlrp1b	chr10	407	3.77E-01	57845460	0	0.424192342	0.297300048	NA
10284	LOC103691876	chr13	31	3.77E-01	48016788	0	0.424185422	0.380108317	NA
19422	Rassf5	chr13	98	3.77E-01	48016788	0	0.424185422	0.32372825	RASSF5
10666	LOC103692984	chr7	2	3.77E-01	142854705	0	0.42413237	0.379702877	NA
20763	Slc46a2	chr5	80	3.77E-01	77160698	0	0.424008991	0.380641683	SLC46A2
21007	Snx30	chr5	117	3.77E-01	77160698	0	0.424008991	0.279438066	SNX30
17339	Optc	chr13	53	3.77E-01	50746885	0	0.423966336	0.375895501	OPTC
17173	Olr633	chr3	18	3.77E-01	76746561	0	0.423936364	0.388402911	NA
8462	LOC102551654	chr15	8	3.77E-01	38926792	0	0.423878733	0.387770014	NA
22167	Tmem43	chr4	3	3.77E-01	123139959	0	0.423851072	0.374030345	TMEM43
20219	Sel1l3	chr14	210	3.77E-01	60209302	0	0.423770406	0.282133035	SEL1L3
7532	LOC102548047	chr3	4	3.77E-01	176992618	0	0.42370934	0.383268558	NA
22361	Tpd52l2	chr3	10	3.77E-01	176992618	0	0.42370934	0.368919038	TPD52L2
1988	Cdk5r1	chr10	10	3.77E-01	67869952	0	0.423704731	0.387880131	CDK5R1
13029	LOC108352182	chr10	10	3.77E-01	67869952	0	0.423704731	0.388559808	NA
7170	LOC102546709	chr1	13	3.77E-01	55685556	0	0.423674778	0.36343702	NA
88	Abhd6	chr15	104	3.77E-01	18648849	0	0.423671322	0.341635708	ABHD6
18921	RGD1560010	chr2	13	3.77E-01	178386018	0	0.423660954	0.385897718	C4orf46
3906	Etfdh	chr2	15	3.77E-01	178386018	0	0.423660954	0.366860736	ETFDH
20319	Sestd1	chr3	198	3.77E-01	64052840	0	0.423522738	0.291360688	SESTD1
5472	Hnrnpc	chr15	40	3.77E-01	28480395	0	0.423520435	0.358031996	HNRNPC
3841	Epsti1	chr15	340	3.77E-01	60079728	0	0.423231477	0.282801864	EPSTI1
23802	Zgpat	chr3	11	3.77E-01	176863972	0	0.423202707	0.371993511	ZGPAT
17096	Olr508	chr3	31	3.77E-01	73841224	0	0.423135968	0.387572396	NA
17171	Olr630	chr3	23	3.78E-01	76710760	0	0.423080743	0.387520183	NA
17172	Olr631	chr3	5	3.78E-01	76710760	0	0.423080743	0.387538254	NA
8764	LOC102552721	chr3	222	3.78E-01	106217585	0	0.423047382	0.329119929	NA
19082	RGD1563482	chr12	17	3.78E-01	37673905	0	0.423031277	0.385559188	C12orf65
1984	Cdk2ap1	chr12	22	3.78E-01	37673905	0	0.423031277	0.379680031	CDK2AP1
18614	Ptgfrn	chr2	169	3.78E-01	203431399	0	0.422995619	0.31684703	PTGFRN
11570	LOC108349084	chr20	16	3.78E-01	44673444	0	0.422964564	0.387521467	NA
8643	LOC102552324	chr2	28	3.78E-01	144814179	0	0.422936962	0.3756211	NA
9638	LOC102556154	chr14	29	3.78E-01	2381444	0	0.422830019	0.384843905	NA
9654	LOC102556249	chr14	34	3.78E-01	2381444	0	0.422830019	0.379175579	NA
1184	Bcan	chr2	30	3.78E-01	187379714	0	0.422795527	0.374664455	BCAN
17100	Olr514	chr3	14	3.78E-01	73960265	0	0.42260587	0.387042298	NA
14745	Mcpt3	chr15	3	3.78E-01	34799465	0	0.422580589	0.385351457	NA
13088	LOC108352331	chr11	38	3.78E-01	53600916	0	0.422316372	0.37992591	NA
16523	Olr1186	chr8	77	3.78E-01	20987115	0	0.422203841	0.386583044	OR7D4
10246	LOC103691768	chr3	14	3.78E-01	13381361	0	0.422188916	0.382426807	NA
17562	Pbx3	chr3	176	3.78E-01	13381361	0	0.422188916	0.191745761	PBX3
21509	Synpo2	chr2	274	3.78E-01	227379277	0	0.422148735	0.230229315	SYNPO2
9349	LOC102554998	chr3	39	3.78E-01	6189956	0	0.422122332	0.386538681	NA
3032	Dctn2	chr7	18	3.78E-01	70573114	0	0.422089044	0.37192898	DCTN2
3053	Ddit3	chr7	12	3.78E-01	70573114	0	0.422089044	0.380934451	DDIT3
14673	Mars	chr7	15	3.78E-01	70577707	0	0.422089044	0.369987333	MARS
14705	Mbd6	chr7	12	3.78E-01	70573114	0	0.422089044	0.378724747	MBD6
7849	LOC102549255	chr2	2	3.78E-01	250227699	0	0.422046577	0.377069929	NA
4665	Galnt7	chr16	156	3.78E-01	35965742	0	0.42194559	0.25914687	GALNT7
9887	LOC103690428	chr7	39	3.79E-01	98748892	0	0.421857247	0.35913671	NA
22515	Trmt12	chr7	10	3.79E-01	98748892	0	0.421857247	0.385605966	TRMT12
9140	LOC102554153	chr20	61	3.79E-01	20206928	0	0.421813655	0.380443211	NA
2339	Clhc1	chr14	13	3.79E-01	114015330	0	0.421793008	0.347566151	CLHC1
21229	Srr	chr10	2	3.79E-01	61753145	0	0.421719604	0.370847736	SRR
6833	LOC100910843	chr4	152	3.79E-01	69242129	0	0.421687493	0.384789666	NA
11638	LOC108349512	chr1	35	3.79E-01	86862256	0	0.421653092	0.370019223	NA
7061	LOC102546314	chr18	1	3.79E-01	85644995	0	0.421647358	0.382427385	NA
4238	Fbln2	chr4	6	3.79E-01	122825990	0	0.421529269	0.326783594	FBLN2
11119	LOC103694417	chr20	12	3.79E-01	28278635	0	0.421514367	0.384906683	NA
5154	Gsc	chr6	6	3.79E-01	128155151	0	0.421339019	0.384673105	GSC
10577	LOC103692697	chr6	12	3.79E-01	128155151	0	0.421339019	0.384588773	NA
15122	Mir3564	chr19	12	3.79E-01	54622185	0	0.421326415	0.386596125	NA
19793	Robo3	chr8	65	3.79E-01	39910959	0	0.421321831	0.355637622	ROBO3
16326	Nudt3	chr20	138	3.79E-01	7146156	0	0.421290896	0.333916253	NUDT3
2518	Col9a2	chr5	5	3.79E-01	139966707	0	0.421187794	0.369320004	COL9A2
12377	LOC108351024	chr5	4	3.79E-01	139966707	0	0.421187794	0.385154372	NA
12378	LOC108351025	chr5	1	3.79E-01	139971684	0	0.421187794	0.383136424	NA
23038	Vhl	chr4	67	3.79E-01	145581984	0	0.421187794	0.379575398	VHL
11528	LOC108349003	chr1	16	3.79E-01	17054922	0	0.421186649	0.383808932	NA
12622	LOC108351479	chr7	70	3.79E-01	75220218	0	0.421185503	0.360174701	NA
18565	Psmc6	chr15	33	3.79E-01	19669416	0	0.421143124	0.364976402	PSMC6
1732	Ccdc66	chr16	10	3.79E-01	3103927	0	0.421026317	0.354211655	CCDC66
4116	Fam208a	chr16	111	3.79E-01	3103927	0	0.421026317	0.328517452	FAM208A
7554	LOC102548123	chr16	2	3.79E-01	3103927	0	0.421026317	0.382754077	NA
14245	Lin9	chr13	17	3.79E-01	98963772	0	0.420895805	0.341778687	LIN9
15266	Mixl1	chr13	2	3.79E-01	98963772	0	0.420895805	0.379741212	MIXL1
17726	Pdzd9	chr1	58	3.80E-01	190575515	0	0.420661211	0.366122903	PDZD9
2118	Cfap221	chr13	2	3.80E-01	35953740	0	0.420223261	0.313758426	CFAP221
22553	Tryx5	chr4	175	3.80E-01	69154930	0	0.420080422	0.376790418	NA
18523	Prss58	chr4	103	3.80E-01	69154930	0	0.420080422	0.378759172	PRSS58
9105	LOC102554030	chr7	58	3.80E-01	75132325	0	0.420050717	0.383878749	NA
3355	Dnph1	chr9	1	3.80E-01	16854491	0	0.419959331	0.382579606	DNPH1
21477	Swt1	chr13	70	3.80E-01	68792930	0	0.419951336	0.327570977	SWT1
8723	LOC102552595	chr5	22	3.80E-01	140284346	0	0.419929635	0.383747627	NA
480	Aldh4a1	chr5	141	3.80E-01	158102432	0	0.419672733	0.359466098	ALDH4A1
13403	LOC108352892	chr15	137	3.81E-01	17378423	0	0.419632784	0.343844778	NA
13672	LOC499530	chr2	50	3.81E-01	48970221	0	0.419479871	0.376365558	NA
9726	LOC102556624	chr6	34	3.81E-01	6515520	0	0.419458193	0.381907796	NA
17142	Olr590	chr3	23	3.81E-01	75953293	0	0.419395449	0.383840913	NA
8110	LOC102550295	chr2	107	3.81E-01	97203111	0	0.419336135	0.361076168	NA
23253	Wdfy1	chr9	95	3.81E-01	85491879	0	0.41927683	0.332638086	WDFY1
14865	Mfap3l	chr16	80	3.81E-01	32741346	0	0.419239198	0.341418185	MFAP3L
21714	Tcf21	chr1	65	3.81E-01	23910479	0	0.419150263	0.381661107	TCF21
8312	LOC102551046	chr15	2	3.81E-01	38660408	0	0.419125182	0.356503033	NA
11223	LOC108348241	chr15	2	3.81E-01	38660408	0	0.419125182	0.380409194	NA
20770	Slc4a1ap	chr6	25	3.81E-01	26244787	0	0.418987262	0.35700664	SLC4A1AP
3670	Eif2d	chr13	28	3.81E-01	47955769	0	0.418924586	0.360892516	EIF2D
22829	Uckl1	chr3	14	3.81E-01	177068773	0	0.418920028	0.371662396	UCKL1
22271	Tnfsf10	chr2	45	3.81E-01	112998063	0	0.418906355	0.365321803	TNFSF10
1493	Cahm	chr1	5	3.81E-01	50816817	0	0.418582875	0.382803453	CAHM
11200	LOC108348175	chr1	1	3.81E-01	50823814	0	0.418582875	0.275663454	NA
10264	LOC103691841	chr3	4	3.81E-01	70229840	0	0.418523672	0.378180274	NA
10969	LOC103693936	chr16	131	3.82E-01	31659609	0	0.418481552	0.172859611	NA
17707	Pdlim5	chr2	200	3.82E-01	247898487	0	0.418438298	0.209147457	PDLIM5
13959	LOC689408	chr6	20	3.82E-01	88008111	0	0.418278978	0.383014584	NA
11163	LOC108348046	chr14	24	3.82E-01	33549863	0	0.418243708	0.358508931	NA
5193	Gtf2h3	chr12	124	3.82E-01	37417959	0	0.418170901	0.367015918	GTF2H3
3566	Ecm2	chr17	12	3.82E-01	15562922	0	0.418157251	0.350766319	ECM2
13737	LOC679342	chr17	93	3.82E-01	15562922	0	0.418157251	0.209180647	NA
5415	Hist2h2aa3	chr2	13	3.82E-01	198385416	0	0.418103793	0.382955858	HIST2H2AA3
16092	Nmbr	chr1	94	3.82E-01	8946623	0	0.417994623	0.371221901	NMBR
6136	Kcnq5	chr9	1111	3.82E-01	27905423	0	0.417908216	0	KCNQ5
20692	Slc32a1	chr3	1	3.82E-01	155103100	0	0.417869565	0.378396595	SLC32A1
10824	LOC103693410	chr10	21	3.82E-01	75455250	0	0.417646825	0.37797206	NA
7736	LOC102548779	chr18	169	3.82E-01	78956147	0	0.417547992	0.373728904	NA
9708	LOC102556485	chr8	8	3.82E-01	119370262	0	0.417469624	0.375693583	NA
4284	Fbxo41	chr4	111	3.82E-01	117284157	0	0.41742647	0.352603653	FBXO41
5925	Irs3	chr12	53	3.82E-01	22118580	0	0.417410573	0.377974749	NA
20045	Sap25	chr12	58	3.82E-01	22118580	0	0.417410573	0.38168436	SAP25
17169	Olr629	chr3	44	3.82E-01	76706098	0	0.41740376	0.381831152	NA
6755	LOC100910079	chr4	199	3.83E-01	5758405	0	0.417255034	0.330648416	NA
7533	LOC102548048	chr4	121	3.83E-01	5758405	0	0.417255034	0.368557732	NA
8197	LOC102550621	chr6	1	3.83E-01	33683658	0	0.417231198	0.380002066	NA
19633	Rhob	chr6	7	3.83E-01	33683658	0	0.417231198	0.38042975	RHOB
16086	Nlrp4a	chr1	112	3.83E-01	69436157	0	0.417218712	0.264685425	NA
1464	Cacna1g	chr10	24	3.83E-01	82165700	0	0.416840915	0.313193177	CACNA1G
10255	LOC103691806	chr3	68	3.83E-01	26484402	0	0.416827307	0.377882417	NA
920	Asb2	chr6	49	3.83E-01	127250272	0	0.416785351	0.345897646	ASB2
7790	LOC102549032	chr6	6	3.83E-01	127250272	0	0.416785351	0.371897052	NA
7993	LOC102549787	chr17	452	3.83E-01	19720089	0	0.416496306	0.27309298	NA
3780	Enpp3	chr1	332	3.83E-01	21625767	0	0.41649404	0.310258107	ENPP3
23529	Zdhhc19	chr11	31	3.83E-01	71483074	0	0.416332033	0.34897122	ZDHHC19
10871	LOC103693555	chr11	36	3.84E-01	51474796	0	0.416123666	0.36728581	NA
19663	Rims1	chr9	421	3.84E-01	28620901	0	0.416010465	0	RIMS1
738	Apopt1	chr6	7	3.84E-01	136309795	0	0.41589503	0.331071435	APOPT1
12041	LOC108350377	chr3	42	3.84E-01	45496425	0	0.415755869	0.377114174	NA
21832	Tfr2	chr12	46	3.84E-01	22169398	0	0.415729853	0.364095984	TFR2
2244	Chtf8	chr19	45	3.84E-01	39082608	0	0.415718541	0.370758961	CHTF8
5282	Has3	chr19	32	3.84E-01	39082608	0	0.415718541	0.366595562	HAS3
22984	Utp4	chr19	59	3.84E-01	39082608	0	0.415718541	0.352859459	UTP4
20182	Sdr42e2	chr1	98	3.84E-01	190753275	0	0.415708362	0.368574216	SDR42E2
1296	Bnip3	chr1	33	3.84E-01	211239132	0	0.415680086	0.363809284	BNIP3
16526	Olr1194	chr8	16	3.84E-01	40188119	0	0.415556824	0.380005299	OR8A1
10849	LOC103693478	chr10	42	3.84E-01	103717383	0	0.415449422	0.379453146	NA
5152	Grxcr2	chr18	39	3.84E-01	36337899	0	0.415213232	0.354774683	GRXCR2
2121	Cfap45	chr13	51	3.84E-01	90918405	0	0.415182728	0.357064319	CFAP45
10356	LOC103692054	chr13	16	3.85E-01	85753010	0	0.415083325	0.315826883	NA
6767	LOC100910189	chr18	114	3.85E-01	52567622	0	0.414920715	0.374296209	NA
1923	Cdc26	chr5	31	3.85E-01	78248147	0	0.414803312	0.365156268	CDC26
15643	Myadm	chr1	57	3.85E-01	64452810	0	0.414703995	0.370179127	MYADM
9049	LOC102553819	chr11	81	3.85E-01	79955637	0	0.414702867	0.378260835	NA
3061	Ddx10	chr8	612	3.85E-01	57706069	0	0.414652089	0.216356555	DDX10
493	Alg2	chr5	43	3.85E-01	63188398	0	0.414649832	0.375453954	ALG2
18191	Postn	chr2	1	3.85E-01	143687230	0	0.414613727	0.348604236	POSTN
2902	Cyp2b12	chr1	33	3.85E-01	83531401	0	0.414558448	0.368094944	NA
2507	Col5a3	chr8	131	3.85E-01	21827697	0	0.41453927	0.334313786	COL5A3
19518	Rdh8	chr8	35	3.85E-01	21827697	0	0.41453927	0.372582518	RDH8
10711	LOC103693105	chr8	81	3.85E-01	62784154	0	0.414446781	0.376591182	NA
18768	RGD1305645	chr9	26	3.85E-01	50527297	0	0.414438887	0.358491026	C2orf40
8097	LOC102550220	chr1	31	3.85E-01	265466665	0	0.414382502	0.366438165	NA
10094	LOC103691365	chr1	24	3.85E-01	265466665	0	0.414382502	0.378200494	NA
10298	LOC103691910	chr13	39	3.85E-01	51369820	0	0.41436446	0.377950539	NA
15133	Mir3577	chr10	13	3.85E-01	104349554	0	0.414362205	0.379630911	NA
